,soil_type,wild_soil
8606,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8607,1,rawah_wilderness_area moran_family cryorthents leighcan_family_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8608,1,neota_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8609,1,rawah_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8610,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8611,1,comanche_peak_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8612,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8613,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8614,1,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
8615,1,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8616,1,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8617,1,comanche_peak_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8618,1,rawah_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8619,1,rawah_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8620,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8621,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8622,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8623,1,rawah_wilderness_area moran_family cryorthents rock_land_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8624,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8625,1,rawah_wilderness_area typic_cryaquepts typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_alluvium
8626,1,rawah_wilderness_area moran_family cryorthents rock_land_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8627,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8628,1,comanche_peak_wilderness_area typic_cryaquepts typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_alluvium
8629,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8630,1,comanche_peak_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8631,1,rawah_wilderness_area moran_family cryorthents rock_land_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8632,1,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8633,1,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8634,1,rawah_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8635,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8636,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8637,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8638,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8639,1,comanche_peak_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8640,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8641,1,rawah_wilderness_area moran_family cryorthents rock_land_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8642,1,comanche_peak_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8643,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8644,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8645,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8646,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8647,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8648,1,neota_wilderness_area moran_family cryorthents leighcan_family_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8649,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8650,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8651,1,neota_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8652,1,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
8653,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8654,1,neota_wilderness_area typic_cryaquolis borohemists_complex climatic_zone_subalpine geologic_zone_alluvium
8655,1,rawah_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8656,1,neota_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8657,1,neota_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8658,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8659,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8660,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8661,1,neota_wilderness_area moran_family cryorthents rock_land_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8662,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8663,1,rawah_wilderness_area moran_family cryorthents leighcan_family_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8664,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8665,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8666,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8667,1,rawah_wilderness_area legault_family rock_land_complex stony climatic_zone_montane geologic_zone_igneous_and_metamorphic
8668,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8669,1,comanche_peak_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8670,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8671,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8672,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8673,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8674,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8675,1,rawah_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8676,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8677,1,neota_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8678,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8679,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8680,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8681,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8682,1,rawah_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8683,1,rawah_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8684,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8685,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8686,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8687,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8688,1,rawah_wilderness_area typic_cryaquepts typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_alluvium
8689,1,rawah_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8690,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8691,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8692,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8693,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8694,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8695,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8696,1,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
8697,1,rawah_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8698,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8699,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8700,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8701,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8702,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8703,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8704,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8705,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8706,1,rawah_wilderness_area moran_family cryorthents rock_land_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8707,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8708,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8709,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8710,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8711,1,rawah_wilderness_area legault_family rock_land_complex stony climatic_zone_montane geologic_zone_igneous_and_metamorphic
8712,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8713,1,rawah_wilderness_area moran_family cryorthents leighcan_family_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8714,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8715,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8716,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8717,1,comanche_peak_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8718,1,neota_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8719,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8720,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8721,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8722,1,rawah_wilderness_area legault_family rock_land_complex stony climatic_zone_montane geologic_zone_igneous_and_metamorphic
8723,1,rawah_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8724,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8725,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8726,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8727,1,rawah_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8728,1,rawah_wilderness_area typic_cryaquepts typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_alluvium
8729,1,neota_wilderness_area typic_cryaquolis borohemists_complex climatic_zone_subalpine geologic_zone_alluvium
8730,1,rawah_wilderness_area legault_family rock_land_complex stony climatic_zone_montane geologic_zone_igneous_and_metamorphic
8731,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8732,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8733,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8734,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8735,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8736,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8737,1,comanche_peak_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8738,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8739,1,neota_wilderness_area typic_cryaquolis borohemists_complex climatic_zone_subalpine geologic_zone_alluvium
8740,1,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8741,1,comanche_peak_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8742,1,neota_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8743,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8744,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8745,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8746,1,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8747,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8748,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8749,1,rawah_wilderness_area typic_cryaquepts typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_alluvium
8750,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8751,1,neota_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8752,1,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8753,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8754,1,rawah_wilderness_area moran_family cryorthents leighcan_family_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8755,1,rawah_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8756,1,comanche_peak_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8757,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8758,1,comanche_peak_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8759,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8760,1,neota_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8761,1,rawah_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8762,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8763,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8764,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8765,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8766,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8767,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8768,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8769,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8770,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8771,1,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
8772,1,rawah_wilderness_area moran_family cryorthents leighcan_family_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8773,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8774,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8775,1,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
8776,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8777,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8778,1,rawah_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8779,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8780,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8781,1,neota_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8782,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8783,1,rawah_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8784,1,rawah_wilderness_area typic_cryaquolis borohemists_complex climatic_zone_subalpine geologic_zone_alluvium
8785,1,neota_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8786,1,comanche_peak_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8787,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8788,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8789,1,neota_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8790,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8791,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8792,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8793,1,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8794,1,rawah_wilderness_area typic_cryaquepts typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_alluvium
8795,1,comanche_peak_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8796,1,comanche_peak_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8797,1,rawah_wilderness_area leighcan moran_families cryaquolls_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8798,1,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
8799,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8800,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8801,1,comanche_peak_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8802,1,rawah_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8803,1,comanche_peak_wilderness_area typic_cryaquepts typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_alluvium
8804,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8805,1,neota_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8806,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8807,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8808,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8809,1,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8810,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8811,1,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8812,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8813,1,rawah_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8814,1,comanche_peak_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8815,1,rawah_wilderness_area moran_family cryorthents rock_land_complex extremely_stony climatic_zone_alpine geologic_zone_igneous_and_metamorphic
8816,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8817,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8818,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8819,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8820,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
8821,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8822,1,rawah_wilderness_area leighcan_family till_substratum extremely_bouldery climatic_zone_subalpine geologic_zone_glacial
8823,1,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8824,1,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8825,1,neota_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
8826,1,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
